YKR034W	YCR040W	YJL110C	YCR096C	YFL021W	YPR199C	YER040W	YDL170W	YDR520C	YML113W	YCR039C	YGL001C	YER190W	YDR084C	YER189W	YIR029W	YDL210W	YCR041W	YMR193W	YHR091C	YNL338W	YDR544C	YNL339C	YDR545W	YCR019W	YCR018CA	YNL337W	YER002W	YGR019W	YKR039W	YEL063C	YBL113C	YBL112C	YBL109W	YHR157W	YHR156C	YLR023C	YDR041W	YBL111C	YLR465C	YDR040C	YLR463C	YLR467W	YDR543C	YDR210WD	YCR105W	YNR068C	YBL018C	YNL143C	YBR006W	YIR032C	YIR005W	YHR037W	YDR210W	YMR257C	YBR208C	YNL142W	YHR029C	YOR348C	YBR103W	YBR102C	YBR166C	YIR028W	YOR375C	YLR142W	YLR082C	YIR031C	YKL178C	YHL016C	YMR098C	YJR110W	YJR109C	YMR086CA	YKR093W	YMR087W	YDR522C	YDR067C	YDR317W	YJL088W	YDR068W	YGR072W	YLR048W	YDR473C	YGR071C	YLR047C	YGR296W	YOL159C	YNL241C	YLL065W	YJR011C	YLR439W	YJR044C	YMR258C	YLR265C	YDR319C	YLL048C	YBR268W	YOL042W	YGL004C	YBR266C
0.5902532	0.6705224	0.2957895	0.5088545	0.5652700	0.4006699	0.6310215	0.7520229	0.4360164	0.6703540	0.2258475	0.3225326	0.5997806	0.0379322	0.1164501	0.0000000	0.1457126	0.2708572	0.7377166	0.1787918	0.1796437	0.2426352	0.1439436	0.6890946	0.6890317	0.7395561	0.7412508	0.4604452	0.5624947	0.6165360	0.0126038	0.1470121	0.0546697	0.5542880	0.7257492	0.5551186	0.2700361	0.0069424	0.1375887	0.5514896	0.0005132	0.4121682	0.1017598	0.3329783	0.3116481	0.6300742	0.5575646	0.7600433	0.3056273	0.0413850	0.8558350	0.1900220	0.7268789	0.6572425	0.7444956	0.5427903	0.1011249	0.0086047	0.5980711	0.0711706	0.4752783	0.0408580	0.0473451	0.1112286	0.4370393	0.6929540	0.0497280	0.1071338	0.2335369	0.4438348	0.0000000	0.4076690	0.5563561	0.5394792	0.6986935	0.0010636	0.0325846	0.1640668	0.0114842	0.1149587	0.0000000	0.4961873	0.4827413	0.6308980	0.5206668	0.6679767	0.1168552	0.0120791	0.6566141	0.0031681	0.0261315	0.0000000	0.1183704	0.5090391	0.0768313	0.2229140	0.1135431	0.0491169	0.3514490	0.5281023
0.0430388	0.6930634	0.6400629	0.3407986	0.5579556	0.6247845	0.2765712	0.6850699	0.4360999	0.6410091	0.2943134	0.6464844	0.7261706	0.1654980	0.3698450	0.5324927	0.3832586	0.6583169	0.6337738	0.0040259	0.2043323	0.6352269	0.3675395	0.6265813	0.4377379	0.1788201	0.5889676	0.6616525	0.0779679	0.5058276	0.6254044	0.6070555	0.3563571	0.5950306	0.0001464	0.6280769	0.4317083	0.0000066	0.1302454	0.7264957	0.2733360	0.1087372	0.1013267	0.6087504	0.1549290	0.6858045	0.2137063	0.4370528	0.5462374	0.2767399	0.0006558	0.1983660	0.0001723	0.3813548	0.3808136	0.0003077	0.1329567	0.3919380	0.4021780	0.6301058	0.0231539	0.3200380	0.3866011	0.0595421	0.3610463	0.0759978	0.0000000	0.5804568	0.3654398	0.3304538	0.3548525	0.0000435	0.2396650	0.4601248	0.4264500	0.0201096	0.4788017	0.3518725	0.1964674	0.7131808	0.1469691	0.1151925	0.4335504	0.5194972	0.0156120	0.6685062	0.2703743	0.1201103	0.5764095	0.1033720	0.2641450	0.0434579	0.1024491	0.6497266	0.0802974	0.0031263	0.0730470	0.7082719	0.4152416	0.6656371
0.5305224	0.7821853	0.4325824	0.3558897	0.3872451	0.7975532	0.5738897	0.5507397	0.1732874	0.6358928	0.3957901	0.4982561	0.5915060	0.1487368	0.3030050	0.0060893	0.1474232	0.4145561	0.6292562	0.0547052	0.0885857	0.1832066	0.0748883	0.5795034	0.7798909	0.6146911	0.7228670	0.6218455	0.4680874	0.7603739	0.0809154	0.1685435	0.3608601	0.4419464	0.3113316	0.4614531	0.6559210	0.3647705	0.0076089	0.5918636	0.3443528	0.4847717	0.5666836	0.5524704	0.0000000	0.5547645	0.5593944	0.6125618	0.0820902	0.0000000	0.6875354	0.0003330	0.2573804	0.5416820	0.2093299	0.2133455	0.4189957	0.1430253	0.6451908	0.1012938	0.4190152	0.1216928	0.1038394	0.0000000	0.3332276	0.6212071	0.1031297	0.1572919	0.2975291	0.0717090	0.0000000	0.0012794	0.6743210	0.3378778	0.6520906	0.0523089	0.0962745	0.5761478	0.1297708	0.6546416	0.2098764	0.4449937	0.4789880	0.7104663	0.3695197	0.5678069	0.1291699	0.3387552	0.4574230	0.0589169	0.0746986	0.0631891	0.1472842	0.7398137	0.0509802	0.4575710	0.0606473	0.0000000	0.5112648	0.6890737
0.6344503	0.3477903	0.2552833	0.0003182	0.1303350	0.6764705	0.6427705	0.6780528	0.6860410	0.4360275	0.1565647	0.6164849	0.7888949	0.3214348	0.4885492	0.3634196	0.2685136	0.3739246	0.4023126	0.0305706	0.2109137	0.4707454	0.4492468	0.5040116	0.4857490	0.6628111	0.7164975	0.1603570	0.5824187	0.3858760	0.1189566	0.3182969	0.0265406	0.3330972	0.3968333	0.1852537	0.2563008	0.5202922	0.0672159	0.6477559	0.4647223	0.5068925	0.1562562	0.6227596	0.3153143	0.7375116	0.6613549	0.5578627	0.4752085	0.0001511	0.6860343	0.3899608	0.4020729	0.1423052	0.2114784	0.1226552	0.2020025	0.3739107	0.5910818	0.2444495	0.0294195	0.5321795	0.0025752	0.0000000	0.2258994	0.4381368	0.1356814	0.6354403	0.0000000	0.4913059	0.4418435	0.3842409	0.7476584	0.5574807	0.5630830	0.0002647	0.5141036	0.6415987	0.1864681	0.0492201	0.4121069	0.0000000	0.1192439	0.1029242	0.3944546	0.6774493	0.0413681	0.2462639	0.5701172	0.5302329	0.1259626	0.0288101	0.0878225	0.5898432	0.5439705	0.6071883	0.5470615	0.0028176	0.7928443	0.2707533
0.1013303	0.1912654	0.2096557	0.0283896	0.0357070	0.6340299	0.6012308	0.5553337	0.0000000	0.4810175	0.3345675	0.5074089	0.4641264	0.4180504	0.4266580	0.0612970	0.1212081	0.4715894	0.1419663	0.1665237	0.0540091	0.1235519	0.0432186	0.6958559	0.2988566	0.7297419	0.6564140	0.0250647	0.2081055	0.4258939	0.5911584	0.1708081	0.2853349	0.6148436	0.1472942	0.6571017	0.2153544	0.0416499	0.3050881	0.5951531	0.2155357	0.6584061	0.6743764	0.3485838	0.0780552	0.0727195	0.5890232	0.0748605	0.0145391	0.0973702	0.6764727	0.3332517	0.0775518	0.1524251	0.5617971	0.4596488	0.0001016	0.5981074	0.4319140	0.5520414	0.0344137	0.2340132	0.2456102	0.2152943	0.3387144	0.1127053	0.0000466	0.2797025	0.2377307	0.0186809	0.0000000	0.1898534	0.6557287	0.1402887	0.5318955	0.0007701	0.2776076	0.6192762	0.2391497	0.4400259	0.0326545	0.0808980	0.2891051	0.4580844	0.4195000	0.7292397	0.7064079	0.1821188	0.6465179	0.0421629	0.3677264	0.0708299	0.0393568	0.7337205	0.6768169	0.3322374	0.1828333	0.0007433	0.3579468	0.4455872
0.0452519	0.6141897	0.6021598	0.5255303	0.2219836	0.0676471	0.6880248	0.6122663	0.6874948	0.7911123	0.0329816	0.0668590	0.5495091	0.5164832	0.3608869	0.4086013	0.0002638	0.6006784	0.0276919	0.4628441	0.2856250	0.4610694	0.0875661	0.6695427	0.3866667	0.7056917	0.7162132	0.1404635	0.0340746	0.6617503	0.4606221	0.3840779	0.3773437	0.7295257	0.7466003	0.1633849	0.2438974	0.2847841	0.0041390	0.6649484	0.2888674	0.1349388	0.2366890	0.3311301	0.1707765	0.0040836	0.1645202	0.5658290	0.0861050	0.1964014	0.5858959	0.0120810	0.0065289	0.5772527	0.4813685	0.2923508	0.7601748	0.1866839	0.7418566	0.2468936	0.0360779	0.3377161	0.1825715	0.3264445	0.5221721	0.6273595	0.3119502	0.0622628	0.3246201	0.5477267	0.1238879	0.0009979	0.0277628	0.0129257	0.0045208	0.0001968	0.0105032	0.7513049	0.0186463	0.1513914	0.1196151	0.3277613	0.1038411	0.3416066	0.2281565	0.6725721	0.0317347	0.1477194	0.6551817	0.0592672	0.0560856	0.0485469	0.1330637	0.6439510	0.2582100	0.3826995	0.3501798	0.1927953	0.6577547	0.5324221
0.5408121	0.3968564	0.2615222	0.0244622	0.2755561	0.6682833	0.7525858	0.9051184	0.8630228	0.7189977	0.0237661	0.7169221	0.4520290	0.2119907	0.1944378	0.4413727	0.7994355	0.3053143	0.5801224	0.3296963	0.4190441	0.6421818	0.0417333	0.4382124	0.5514694	0.6598652	0.7940069	0.6389953	0.5292898	0.7146422	0.0275771	0.5465214	0.0323185	0.3010488	0.8916819	0.4923596	0.6096819	0.5478323	0.1056544	0.6826263	0.0037747	0.6966871	0.4899028	0.3452305	0.4345852	0.4987215	0.4487122	0.7911637	0.2776764	0.0068989	0.5949583	0.1531170	0.3812658	0.5619602	0.1269862	0.5644140	0.6459214	0.0851790	0.4506803	0.0615495	0.0338266	0.0611205	0.0048721	0.0009599	0.7683740	0.6713636	0.0000195	0.8123419	0.0521637	0.5173190	0.2193167	0.6526140	0.7638971	0.2380867	0.4506608	0.0002188	0.0000000	0.6026375	0.0195686	0.6021410	0.2555665	0.2095456	0.2373993	0.5956897	0.3778645	0.7602741	0.4084905	0.0026609	0.3919757	0.3481054	0.1108092	0.0847130	0.1120970	0.3561528	0.0000000	0.6450863	0.0110659	0.0439719	0.6058416	0.6756146
0.2351467	0.6544378	0.7314104	0.3593146	0.3259507	0.6557686	0.7423549	0.6405932	0.4028160	0.7904731	0.4705384	0.3263809	0.4581040	0.3102960	0.5127901	0.0167132	0.0198735	0.7400798	0.5606107	0.0124166	0.5862202	0.3958667	0.2634710	0.5940827	0.6509900	0.3655565	0.6151488	0.7029847	0.0000000	0.3348794	0.1393203	0.3500770	0.3075905	0.7551463	0.0380860	0.6038625	0.6647289	0.3467254	0.1553292	0.6412225	0.0032734	0.7579902	0.0234351	0.1583979	0.5046661	0.2556116	0.6480179	0.2829821	0.1184840	0.0009204	0.6322318	0.0548066	0.0973449	0.6510837	0.7890154	0.0969332	0.0061053	0.0650169	0.5147278	0.0381751	0.2245963	0.7451212	0.1586720	0.0000000	0.7266839	0.3344515	0.1634306	0.2539417	0.2536768	0.5278417	0.3091255	0.0003055	0.7866269	0.0017889	0.3534614	0.0031454	0.5116970	0.3828589	0.0095554	0.5217024	0.0829871	0.3627273	0.0022530	0.5784384	0.3071073	0.6690257	0.0449422	0.1861294	0.7004908	0.2405587	0.2682358	0.0431201	0.0047993	0.5806044	0.1916834	0.0000000	0.2585284	0.0539476	0.6092395	0.7046450
0.6869044	0.3169821	0.2468090	0.2163491	0.1044776	0.6231044	0.7378273	0.7328759	0.6751309	0.3903534	0.2621114	0.6938886	0.4514595	0.0726185	0.2617435	0.4354636	0.2308938	0.5689539	0.7237697	0.2179720	0.4507664	0.4308804	0.4144273	0.6911368	0.2472931	0.5591761	0.6736596	0.0669338	0.5913680	0.6485776	0.0194846	0.4687542	0.5413565	0.4425430	0.4413872	0.0017028	0.0679576	0.0006382	0.1398051	0.6594155	0.4614666	0.2589278	0.7729145	0.2010403	0.4906678	0.6539105	0.7884776	0.3554842	0.0877583	0.0241648	0.7081846	0.3903032	0.3982433	0.1073073	0.2288927	0.2795080	0.6507890	0.1748104	0.4641760	0.0591129	0.0520244	0.4688283	0.0762546	0.1308054	0.6898431	0.3395161	0.1153163	0.4712828	0.0000000	0.0221998	0.3288167	0.0120912	0.7785586	0.6555476	0.7119449	0.0022847	0.6509716	0.8507391	0.1472790	0.3511138	0.0083293	0.1101409	0.1847178	0.2588067	0.3935052	0.8057069	0.3142165	0.0004027	0.5786395	0.1789606	0.0027662	0.0005310	0.3547286	0.3876082	0.5506771	0.4583928	0.4806597	0.0000213	0.7834242	0.2713123
0.3519783	0.2474201	0.2773259	0.0005388	0.0557940	0.3296719	0.7353485	0.6292650	0.7075933	0.6499466	0.0275896	0.6701840	0.6717223	0.1531195	0.2323119	0.0000000	0.0611362	0.3139908	0.0064406	0.0366610	0.2448004	0.5273939	0.3144200	0.4376233	0.2886203	0.6631793	0.6413654	0.0000000	0.3689935	0.7791751	0.2247322	0.2516707	0.0686567	0.7339798	0.6607847	0.0309579	0.1636474	0.0450919	0.3003834	0.6846155	0.6695496	0.1281922	0.1461136	0.1581760	0.3053080	0.3619259	0.2414128	0.1206534	0.0501976	0.0975296	0.7215873	0.1843353	0.1470997	0.0091283	0.2403191	0.0802285	0.3368388	0.0000000	0.7089941	0.6595635	0.0601438	0.6645224	0.1701040	0.1747170	0.7548601	0.2378633	0.0071732	0.0732941	0.3117253	0.0382370	0.4619669	0.0619692	0.6483748	0.2816336	0.3775763	0.2771968	0.7572105	0.4389549	0.2731479	0.3360975	0.3584675	0.0229280	0.4700569	0.6897916	0.4477684	0.5163137	0.4266236	0.0014928	0.5943653	0.4151911	0.2389205	0.0583475	0.0000000	0.1116273	0.7533798	0.4205990	0.7863712	0.0960170	0.2325176	0.2796883
0.6226553	0.6722627	0.0902131	0.0005610	0.1291055	0.2674635	0.6029598	0.9456663	0.6919017	0.5655516	0.5666657	0.1567349	0.8416806	0.0630881	0.2680948	0.3997913	0.2399719	0.3079316	0.2567840	0.6754402	0.0074660	0.6731856	0.3283960	0.7261897	0.2849316	0.6933456	0.6787672	0.0238354	0.5921473	0.5066745	0.1641197	0.5491548	0.2932170	0.0622787	0.4656410	0.0096110	0.0978446	0.6678686	0.1418982	0.5951973	0.7442683	0.4639411	0.5870980	0.5436614	0.3707297	0.3618692	0.7839914	0.6586220	0.1681892	0.0000029	0.7482673	0.1729120	0.4421256	0.6629691	0.5115535	0.5343073	0.0035080	0.2172633	0.5301623	0.0477906	0.0517734	0.0350084	0.0807092	0.0870881	0.0237295	0.6467747	0.0506423	0.6866909	0.0309291	0.6162218	0.3614107	0.6651123	0.6721073	0.0649170	0.3974979	0.0001748	0.7533020	0.6658650	0.1248535	0.0010318	0.0166130	0.2084416	0.5965927	0.2781781	0.4738428	0.6334755	0.4065205	0.0022005	0.4566189	0.0677436	0.0610056	0.0044383	0.3255333	0.0027773	0.5703321	0.4213326	0.0000000	0.0507470	0.4670787	0.0859216
0.0520425	0.3263963	0.2353463	0.0027146	0.6993496	0.6053238	0.0000000	0.5119980	0.4751639	0.5130775	0.3111029	0.0567339	0.5918590	0.2420590	0.6547593	0.2945036	0.1520480	0.3460138	0.2423140	0.0005480	0.0106691	0.4902746	0.4085173	0.3589915	0.6247483	0.7653173	0.6412707	0.0000000	0.1487674	0.3396973	0.5471850	0.1622902	0.3396990	0.4970876	0.3001391	0.3564964	0.6399555	0.0000000	0.3230767	0.7082378	0.0000000	0.1220288	0.0966046	0.1215558	0.2035752	0.0027961	0.7303335	0.4692411	0.4264306	0.3021519	0.0000000	0.2616786	0.0000000	0.0000000	0.6913978	0.5811250	0.3911602	0.0000000	0.5924714	0.0000000	0.3974589	0.2745105	0.6796106	0.0103573	0.6662585	0.1070702	0.0697492	0.5494518	0.1951098	0.6069396	0.3404963	0.0879506	0.5838257	0.0303464	0.2887879	0.5275662	0.1631454	0.0671177	0.0137748	0.6299180	0.0122194	0.1096325	0.1876721	0.5133461	0.1166542	0.6059111	0.4301000	0.0075654	0.4967141	0.0031991	0.6416092	0.1008618	0.1466173	0.3439931	0.0136479	0.0000000	0.0198316	0.0030941	0.1259349	0.7577448
0.1229208	0.7306546	0.7379980	0.2472942	0.3881053	0.8420628	0.6231585	0.6940735	0.0000000	0.0000000	0.6701809	0.7015739	0.5270507	0.0009273	0.7144465	0.2225720	0.4449604	0.7458466	0.4531724	0.0012477	0.5965079	0.0844799	0.6646109	0.7860065	0.4613645	0.2927077	0.2385650	0.6665961	0.0711426	0.7327445	0.0861469	0.6649863	0.2794017	0.6039165	0.0011420	0.7990446	0.7464052	0.0000766	0.0654258	0.2329436	0.2927738	0.3168562	0.0011218	0.5844618	0.1513309	0.0998470	0.1497125	0.2694354	0.1218094	0.1872517	0.4584228	0.0045365	0.0202627	0.6288123	0.5670533	0.0058701	0.3030443	0.0196218	0.7510850	0.5196823	0.0533614	0.5378894	0.2273895	0.0000000	0.6620901	0.7621360	0.2879632	0.0834476	0.4003013	0.4756297	0.1850828	0.3712640	0.6974303	0.2865714	0.7188521	0.5032490	0.6110603	0.3445198	0.1047762	0.6188293	0.0770784	0.4391514	0.4823410	0.1710895	0.0512564	0.8694160	0.4798878	0.0065398	0.6203469	0.4746571	0.0166412	0.0940995	0.1117063	0.7331125	0.0831390	0.0605198	0.0845462	0.0711690	0.1439321	0.7414550
0.6227827	0.6636891	0.6649573	0.0187179	0.4145367	0.6507043	0.6227283	0.6127260	0.4813180	0.5761047	0.0269292	0.4479078	0.3165779	0.5359363	0.6452802	0.1880511	0.2474515	0.2342352	0.1941753	0.5010092	0.2316571	0.1617813	0.2391397	0.6842902	0.6702185	0.2714702	0.7777414	0.5806122	0.5785711	0.5711305	0.0378600	0.1556618	0.1549568	0.1794789	0.0444561	0.3372989	0.6509518	0.0012580	0.0275837	0.5845900	0.3249032	0.6592975	0.0020402	0.7141744	0.6135421	0.6676929	0.6448497	0.7424306	0.5643595	0.0307195	0.6657689	0.1619508	0.3206686	0.6329664	0.7308930	0.3601278	0.0575216	0.0044240	0.6215031	0.8490152	0.0609718	0.4989744	0.1075872	0.0025256	0.7242421	0.1012307	0.0000000	0.6074718	0.0785830	0.3849681	0.0055433	0.0013393	0.6762634	0.5142433	0.6506247	0.3208718	0.0998988	0.5292824	0.0416502	0.1470288	0.2397599	0.4100462	0.6000628	0.6281295	0.4880931	0.5806134	0.7540833	0.1577337	0.6649374	0.0000000	0.0179582	0.1086564	0.1562141	0.5834738	0.1458252	0.0983157	0.1048279	0.0000117	0.5489733	0.6639219
0.1416980	0.2739480	0.6934067	0.0058080	0.5121018	0.7412808	0.6726542	0.7583917	0.2232015	0.4290031	0.0154192	0.5995323	0.7599927	0.4491265	0.6389848	0.3255376	0.0187324	0.7264760	0.2829213	0.2148111	0.0619473	0.2258182	0.0302033	0.3422527	0.6692929	0.2847703	0.6101282	0.7229126	0.1642590	0.7076997	0.0826070	0.3884945	0.2040236	0.6850370	0.0448195	0.7160714	0.3801009	0.0024491	0.1579663	0.6675835	0.0000204	0.5646626	0.0011612	0.3555997	0.3817824	0.0670554	0.1354595	0.7635127	0.4017376	0.1849565	0.5537581	0.1435254	0.0561878	0.5986643	0.2432205	0.5144538	0.2530151	0.0303915	0.5154153	0.0428505	0.3484145	0.4339858	0.1922632	0.0333693	0.5733402	0.3295593	0.2926159	0.4057820	0.4115717	0.4039644	0.1986001	0.0001561	0.7505837	0.0018847	0.7031110	0.0004592	0.3795510	0.4306778	0.0819679	0.1724491	0.0304220	0.4758432	0.0009580	0.0539507	0.2556078	0.7402375	0.4253915	0.4223164	0.6586083	0.1816955	0.3127459	0.0566609	0.1045374	0.6519927	0.0004661	0.1795783	0.0739079	0.0462637	0.2544527	0.7199494
0.0654479	0.1646836	0.6730999	0.0000000	0.6520618	0.1215683	0.1715772	0.5370058	0.6688741	0.0000000	0.5035529	0.0149025	0.4389652	0.7199628	0.6700476	0.5123910	0.0007165	0.3268252	0.2913166	0.3271983	0.1001338	0.5537728	0.0082043	0.2511976	0.4227092	0.5817894	0.6513928	0.0607356	0.0645474	0.4445555	0.7485882	0.6305332	0.3726536	0.7795937	0.0000996	0.3196122	0.5588408	0.0002344	0.2424576	0.3338005	0.0013452	0.0000000	0.0000000	0.3621771	0.0596340	0.6881653	0.7303441	0.5260139	0.6290809	0.0000000	0.0006232	0.1784767	0.3251760	0.1193059	0.4850733	0.4884447	0.7423728	0.5556734	0.1215255	0.0535308	0.0851059	0.3285448	0.2470958	0.0000000	0.4615311	0.6646095	0.0002585	0.0803035	0.5869292	0.0404480	0.1152781	0.0021478	0.0960028	0.0000380	0.6337394	0.3415897	0.5197226	0.0197073	0.0491941	0.1938230	0.1930378	0.5824649	0.0771046	0.4285174	0.0022292	0.5293179	0.5576389	0.1046493	0.6722903	0.2342169	0.0220810	0.1243805	0.1895841	0.6241089	0.0664168	0.3274910	0.0025315	0.2177959	0.3709978	0.6792227
0.1750396	0.2711566	0.6832380	0.0032995	0.3198366	0.6140188	0.6284511	0.6309028	0.2847812	0.1601132	0.0241651	0.7412661	0.3275666	0.0364714	0.1133057	0.0468335	0.5482238	0.3184420	0.0374230	0.3144449	0.6065256	0.4972288	0.3639182	0.7465894	0.4183776	0.3943712	0.5464952	0.6256137	0.0000000	0.7524710	0.1991318	0.1630747	0.2608821	0.6999652	0.6620556	0.7332568	0.6503903	0.3884248	0.1351207	0.7569506	0.3346836	0.6901549	0.4348379	0.4106057	0.3553117	0.5846806	0.6656748	0.4737133	0.2265605	0.1060982	0.6415001	0.2049477	0.2796261	0.5705574	0.3107761	0.5115692	0.0176955	0.0557455	0.5602619	0.0909752	0.3788129	0.5091522	0.1524579	0.2876604	0.6014164	0.2603402	0.0000000	0.1497611	0.3986370	0.5725500	0.3030445	0.1538597	0.7844579	0.5703253	0.2427392	0.0012898	0.5354820	0.4521182	0.0973771	0.7572926	0.0837159	0.4467453	0.0488396	0.6628229	0.1548620	0.6287393	0.1197105	0.4636580	0.5559913	0.0000000	0.0060531	0.0566677	0.1793764	0.6970189	0.1269504	0.0000000	0.1629021	0.0489928	0.2870560	0.5817693
0.1499204	0.6812534	0.7494742	0.0414276	0.4519176	0.7953301	0.5619109	0.6158169	0.6579268	0.7793147	0.3093507	0.2719929	0.4294827	0.0165828	0.6291220	0.3632892	0.0060525	0.2063027	0.0119429	0.0022948	0.5470607	0.1861997	0.3277163	0.6800033	0.4509596	0.4018291	0.6237350	0.6191066	0.0114190	0.7384991	0.2172324	0.4399111	0.3602907	0.2422102	0.0002684	0.7073578	0.2992238	0.1475040	0.1725398	0.7827314	0.0013926	0.1072607	0.1270642	0.1359361	0.0938933	0.1458696	0.4130254	0.6613196	0.7192166	0.0003188	0.3917034	0.1307395	0.6548721	0.6678294	0.6998859	0.2801661	0.2354643	0.0796932	0.6288363	0.3610932	0.3764478	0.6265003	0.1837512	0.3161050	0.5045705	0.5881613	0.0013731	0.2664722	0.2872491	0.0503889	0.0950894	0.0000721	0.6285730	0.0028874	0.2806990	0.0010562	0.6753830	0.1099274	0.0033228	0.5686046	0.2740384	0.4665238	0.3798915	0.2546511	0.0805572	0.6812062	0.1125304	0.0036134	0.5178245	0.0197645	0.0420153	0.0742957	0.0631378	0.7290090	0.1136723	0.0000000	0.0673381	0.0724974	0.2519256	0.6549396
0.1571383	0.2808661	0.1804892	0.2070844	0.0380872	0.0000000	0.7157888	0.5867546	0.7283583	0.0924655	0.0555464	0.3894752	0.6234381	0.0000055	0.5362010	0.6023362	0.0060790	0.0247804	0.1064029	0.0583910	0.2383903	0.2167129	0.4534564	0.6476785	0.2582920	0.6344741	0.2587722	0.0159102	0.0142694	0.8840325	0.4385633	0.6541759	0.0173881	0.6071856	0.0918958	0.6441042	0.0361125	0.0011765	0.2745586	0.6810242	0.7013302	0.0055938	0.6858315	0.0434850	0.0047251	0.0406696	0.1542237	0.1540756	0.0061252	0.0000190	0.5887379	0.3803892	0.0157072	0.7604505	0.0000000	0.0585555	0.2495264	0.4060596	0.3984539	0.0657376	0.4251665	0.4647331	0.1889832	0.3312500	0.8089801	0.6199727	0.3294983	0.4336270	0.2731348	0.3029967	0.5572130	0.0705227	0.2968467	0.1902722	0.7015301	0.6764177	0.0000000	0.4614254	0.1498944	0.2161427	0.6528780	0.1418351	0.3008594	0.4266077	0.3118506	0.5578470	0.0090263	0.0944488	0.5361385	0.6868651	0.3100073	0.1105440	0.4386705	0.0006984	0.7317229	0.7674216	0.4120814	0.0000000	0.2503893	0.3243366
0.0394866	0.5037035	0.6684139	0.0000000	0.4508470	0.6501381	0.6668175	0.7086757	0.6658190	0.0000000	0.6271560	0.1784390	0.2165555	0.6359526	0.7896144	0.1037148	0.0021114	0.6434336	0.2708591	0.0010655	0.0943058	0.5101432	0.0434065	0.4179440	0.6701242	0.7370635	0.2363232	0.4663987	0.0342810	0.7334041	0.0318947	0.4495337	0.3718278	0.2445726	0.7660173	0.8089107	0.5941674	0.4284826	0.0000000	0.2984403	0.2373681	0.3591896	0.3552889	0.4324518	0.1340642	0.7058613	0.7103452	0.4648444	0.7168115	0.0005192	0.0189460	0.1080797	0.0518815	0.6118745	0.6093536	0.5356823	0.0833441	0.1076692	0.6604401	0.0574395	0.3362675	0.3706840	0.0553395	0.3822778	0.6987378	0.3396090	0.3005567	0.6500102	0.3125238	0.0946013	0.0042344	0.0005303	0.6102708	0.0022462	0.3606557	0.0881830	0.6372022	0.3642095	0.1087495	0.5938014	0.3811923	0.1747526	0.3622591	0.0000000	0.1015310	0.4707275	0.6562611	0.1998963	0.6871525	0.3942542	0.0491629	0.0938111	0.1336200	0.6266978	0.0076578	0.0066947	0.0243312	0.0075764	0.0000000	0.5615874
0.3651726	0.6880017	0.8192875	0.1245033	0.4441439	0.2932051	0.6875531	0.6474846	0.2324515	0.1654834	0.5652750	0.0000000	0.3182289	0.0275876	0.2806875	0.0000000	0.1359655	0.5869870	0.2057191	0.1529540	0.2109761	0.1403097	0.0485168	0.4653040	0.6336761	0.6655216	0.5997323	0.0000000	0.3697844	0.5890213	0.0066190	0.1429127	0.3092493	0.8562203	0.1263139	0.2476469	0.5998633	0.0234483	0.1108583	0.5235235	0.0022112	0.3447877	0.2374553	0.6133632	0.2010011	0.6385655	0.6888435	0.7219043	0.5445224	0.0000000	0.6806846	0.1387286	0.3142835	0.7001856	0.5656796	0.4476663	0.0573125	0.0730489	0.4939014	0.1894561	0.4694879	0.1273926	0.1295221	0.2107135	0.7368577	0.2226045	0.1483402	0.1586103	0.3179896	0.3126373	0.2335370	0.1403202	0.8190722	0.6168779	0.1987617	0.0000527	0.0214862	0.2539394	0.0204001	0.6658380	0.2883050	0.1708541	0.0008150	0.6691163	0.0865211	0.6689679	0.4365978	0.0004676	0.6563204	0.2212998	0.1620193	0.0008839	0.0755970	0.7186127	0.0294224	0.1736729	0.1233008	0.0713949	0.4315444	0.7196919
0.5391630	0.4185137	0.3274372	0.0008527	0.5305193	0.7082457	0.4835880	0.6518921	0.3883251	0.6876926	0.0202526	0.5331860	0.5891648	0.4753198	0.2367708	0.2031079	0.6467500	0.6752959	0.6922604	0.5900109	0.6530129	0.2716987	0.4660549	0.4831449	0.4108325	0.7389831	0.6106268	0.5354400	0.4553315	0.8847937	0.0260202	0.5425767	0.3553374	0.5831634	0.0041533	0.5570832	0.5243082	0.0000038	0.0708743	0.6472958	0.2978636	0.4381389	0.0852782	0.3075736	0.2733939	0.7098872	0.5365314	0.7824217	0.1595589	0.0000000	0.6756936	0.0000000	0.4775893	0.5787704	0.1252523	0.7143102	0.5358541	0.1193324	0.5803825	0.0784912	0.0183050	0.5756422	0.0128090	0.1674585	0.7007571	0.5360495	0.1402491	0.1909482	0.2196580	0.6492659	0.0000000	0.4550663	0.6049627	0.4574937	0.3712181	0.6750944	0.0039689	0.3125392	0.2315608	0.7531378	0.1513729	0.4216903	0.0001780	0.2358202	0.0564756	0.6768525	0.1189778	0.0041881	0.7014753	0.0081219	0.0108409	0.0474278	0.0922012	0.4640756	0.0728334	0.3745106	0.0329520	0.0000000	0.3671766	0.7300228
